Adaptive_Scheme,Experiment_ID,Iteration
OneFifth,61,100000
OneFifth,62,100000
OneFifth,63,1948
OneFifth,64,767
OneFifth,65,399
OneFifth,66,100000
OneFifth,67,2074
OneFifth,68,91478
OneFifth,69,3883
OneFifth,70,71815
OneFifth,71,1392
OneFifth,72,100000
OneFifth,73,429
OneFifth,74,528
OneFifth,75,2035
OneFifth,76,65817
OneFifth,77,838
OneFifth,78,1690
OneFifth,79,1414
OneFifth,80,2951
OneFifth,81,1926
OneFifth,82,33068
OneFifth,83,85773
OneFifth,84,1014
OneFifth,85,1356
OneFifth,86,1672
OneFifth,87,751
OneFifth,88,100000
OneFifth,89,3047
OneFifth,90,94735
OneFifth,91,588
OneFifth,92,96605
OneFifth,93,3922
OneFifth,94,892
OneFifth,95,100000
OneFifth,96,21767
OneFifth,97,100000
OneFifth,98,100000
OneFifth,99,507
DiversityCompare,0,1054
DiversityCompare,1,46170
DiversityCompare,2,1111
DiversityCompare,3,2175
DiversityCompare,4,2716
DiversityCompare,5,3732
DiversityCompare,6,1399
DiversityCompare,7,55706
DiversityCompare,8,74893
DiversityCompare,9,306
DiversityCompare,10,42673
DiversityCompare,11,601
DiversityCompare,12,2111
DiversityCompare,13,100000
DiversityCompare,14,100000
DiversityCompare,15,21415
DiversityCompare,16,464
DiversityCompare,17,1570
DiversityCompare,18,100000
DiversityCompare,19,2033
DiversityCompare,20,915
DiversityCompare,21,100000
DiversityCompare,22,1874
DiversityCompare,23,1643
DiversityCompare,24,100000
DiversityCompare,25,626
DiversityCompare,26,39097
DiversityCompare,27,12288
DiversityCompare,28,100000
DiversityCompare,29,100000
DiversityCompare,30,574
DiversityCompare,31,1198
DiversityCompare,32,100000
DiversityCompare,33,341
DiversityCompare,34,100000
DiversityCompare,35,335
DiversityCompare,36,329
DiversityCompare,37,4124
DiversityCompare,38,885
DiversityCompare,39,1308
DiversityCompare,40,6129
DiversityCompare,41,705
DiversityCompare,42,845
DiversityCompare,43,932
DiversityCompare,44,100000
DiversityCompare,45,479
DiversityCompare,46,88943
DiversityCompare,47,3911
DiversityCompare,48,100000
DiversityCompare,49,100000
DiversityCompare,50,48723
DiversityCompare,51,79790
DiversityCompare,52,51646
DiversityCompare,53,531
DiversityCompare,54,881
DiversityCompare,55,608
DiversityCompare,56,100000
DiversityCompare,57,1358
DiversityCompare,58,5383
DiversityCompare,59,1589
DiversityCompare,60,68780
DiversityCompare,61,625
DiversityCompare,62,100000
DiversityCompare,63,2115
DiversityCompare,64,100000
DiversityCompare,65,978
DiversityCompare,66,4774
DiversityCompare,67,514
DiversityCompare,68,806
DiversityCompare,69,15778
DiversityCompare,70,93879
DiversityCompare,71,1061
DiversityCompare,72,57376
DiversityCompare,73,4716
DiversityCompare,74,87087
DiversityCompare,75,644
DiversityCompare,76,3952
DiversityCompare,77,100000
DiversityCompare,78,59811
DiversityCompare,79,1336
DiversityCompare,80,2266
DiversityCompare,81,52284
DiversityCompare,82,277
DiversityCompare,83,6622
DiversityCompare,84,3040
DiversityCompare,85,100000
DiversityCompare,86,1054
DiversityCompare,87,866
DiversityCompare,88,713
DiversityCompare,89,18993
DiversityCompare,90,100000
DiversityCompare,91,621
DiversityCompare,92,7300
DiversityCompare,93,52886
DiversityCompare,94,561
DiversityCompare,95,100000
DiversityCompare,96,436
DiversityCompare,97,909
DiversityCompare,98,667
DiversityCompare,99,100000
CosineCompare,0,50011
CosineCompare,1,1785
CosineCompare,2,772
CosineCompare,3,822
CosineCompare,4,1546
CosineCompare,5,1016
CosineCompare,6,31775
CosineCompare,7,3070
CosineCompare,8,100000
CosineCompare,9,36004
CosineCompare,10,83623
CosineCompare,11,1264
CosineCompare,12,2758
CosineCompare,13,100000
CosineCompare,14,100000
CosineCompare,15,7014
CosineCompare,16,61520
CosineCompare,17,2803
CosineCompare,18,100000
CosineCompare,19,100000
CosineCompare,20,828
CosineCompare,21,100000
CosineCompare,22,1501
CosineCompare,23,100000
CosineCompare,24,2970
CosineCompare,25,1410
CosineCompare,26,3305
CosineCompare,27,1111
CosineCompare,28,61706
CosineCompare,29,1201
CosineCompare,30,1124
CosineCompare,31,3758
CosineCompare,32,1361
CosineCompare,33,1712
CosineCompare,34,100000
CosineCompare,35,533
CosineCompare,36,1054
CosineCompare,37,599
CosineCompare,38,88679
CosineCompare,39,100000
CosineCompare,40,2286
CosineCompare,41,100000
CosineCompare,42,1744
CosineCompare,43,484
CosineCompare,44,2787
CosineCompare,45,1491
CosineCompare,46,526
CosineCompare,47,1676
CosineCompare,48,25009
CosineCompare,49,100000
CosineCompare,50,312
CosineCompare,51,1755
CosineCompare,52,1251
CosineCompare,53,1037
CosineCompare,54,79450
CosineCompare,55,100000
CosineCompare,56,89857
CosineCompare,57,866
CosineCompare,58,100000
CosineCompare,59,2000
CosineCompare,60,16024
CosineCompare,61,67719
CosineCompare,62,397
CosineCompare,63,28079
CosineCompare,64,100000
CosineCompare,65,100000
CosineCompare,66,607
CosineCompare,67,4503
CosineCompare,68,14446
CosineCompare,69,1570
CosineCompare,70,1151
CosineCompare,71,586
CosineCompare,72,78303
CosineCompare,73,17057
CosineCompare,74,1311
CosineCompare,75,1545
CosineCompare,76,1236
CosineCompare,77,1776
CosineCompare,78,3414
CosineCompare,79,509
CosineCompare,80,314
CosineCompare,81,96155
CosineCompare,82,3525
CosineCompare,83,53961
CosineCompare,84,1185
CosineCompare,85,100000
CosineCompare,86,49959
CosineCompare,87,46435
CosineCompare,88,771
CosineCompare,89,808
CosineCompare,90,89475
CosineCompare,91,536
CosineCompare,92,982
CosineCompare,93,15722
CosineCompare,94,3090
CosineCompare,95,1109
CosineCompare,96,1395
CosineCompare,97,831
CosineCompare,98,429
CosineCompare,99,5031
CosineControl,0,292
CosineControl,1,607
CosineControl,2,2632
CosineControl,3,1494
CosineControl,4,2357
CosineControl,5,75494
CosineControl,6,37734
CosineControl,7,221
CosineControl,8,3355
CosineControl,9,471
CosineControl,10,4128
CosineControl,11,813
CosineControl,12,100000
CosineControl,13,352
CosineControl,14,1630
CosineControl,15,692
CosineControl,16,66688
CosineControl,17,100000
CosineControl,18,98661
CosineControl,19,4334
CosineControl,20,3827
CosineControl,21,1504
CosineControl,22,65711
CosineControl,23,58779
CosineControl,24,1610
CosineControl,25,6275
CosineControl,26,48598
CosineControl,27,857
CosineControl,28,647
CosineControl,29,16153
CosineControl,30,1167
CosineControl,31,9106
CosineControl,32,100000
CosineControl,33,26362
CosineControl,34,411
CosineControl,35,100000
CosineControl,36,942
CosineControl,37,28510
CosineControl,38,100000
CosineControl,39,940
CosineControl,40,559
CosineControl,41,795
CosineControl,42,581
CosineControl,43,2094
CosineControl,44,826
CosineControl,45,100000
CosineControl,46,11697
CosineControl,47,1378
CosineControl,48,2857
CosineControl,49,100000
CosineControl,50,76150
CosineControl,51,46487
CosineControl,52,988
CosineControl,53,985
CosineControl,54,899
CosineControl,55,100000
CosineControl,56,269
CosineControl,57,2092
CosineControl,58,407
CosineControl,59,43188
CosineControl,60,1495
CosineControl,61,77665
CosineControl,62,315
CosineControl,63,2331
CosineControl,64,95690
CosineControl,65,492
CosineControl,66,836
CosineControl,67,1793
CosineControl,68,564
CosineControl,69,100000
CosineControl,70,100000
CosineControl,71,3784
CosineControl,72,502
CosineControl,73,100000
CosineControl,74,100000
CosineControl,75,100000
CosineControl,76,100000
CosineControl,77,1204
CosineControl,78,100000
CosineControl,79,299
CosineControl,80,100000
CosineControl,81,974
CosineControl,82,595
CosineControl,83,1932
CosineControl,84,97421
CosineControl,85,100000
CosineControl,86,549
CosineControl,87,100000
CosineControl,88,1532
CosineControl,89,89673
CosineControl,90,53562
CosineControl,91,874
CosineControl,92,2602
CosineControl,93,100000
CosineControl,94,100000
CosineControl,95,2082
CosineControl,96,11867
CosineControl,97,464
CosineControl,98,100000
CosineControl,99,1242
CosineAnnealing,0,517
CosineAnnealing,1,65554
CosineAnnealing,2,79537
CosineAnnealing,3,19710
CosineAnnealing,4,1004
CosineAnnealing,5,6875
CosineAnnealing,6,100000
CosineAnnealing,7,313
CosineAnnealing,8,67431
CosineAnnealing,9,1486
CosineAnnealing,10,2513
CosineAnnealing,11,767
CosineAnnealing,12,1461
CosineAnnealing,13,87978
CosineAnnealing,14,1203
CosineAnnealing,15,23532
CosineAnnealing,16,781
CosineAnnealing,17,502
CosineAnnealing,18,100000
CosineAnnealing,19,964
CosineAnnealing,20,9714
CosineAnnealing,21,5070
CosineAnnealing,22,1332
CosineAnnealing,23,524
CosineAnnealing,24,19190
CosineAnnealing,25,49077
CosineAnnealing,26,321
CosineAnnealing,27,44361
CosineAnnealing,28,461
CosineAnnealing,29,61545
CosineAnnealing,30,1166
CosineAnnealing,31,518
CosineAnnealing,32,625
CosineAnnealing,33,100000
CosineAnnealing,34,100000
CosineAnnealing,35,79124
CosineAnnealing,36,99486
CosineAnnealing,37,1638
CosineAnnealing,38,1134
CosineAnnealing,39,100000
CosineAnnealing,40,89673
CosineAnnealing,41,73684
CosineAnnealing,42,1047
CosineAnnealing,43,43371
CosineAnnealing,44,1873
CosineAnnealing,45,953
CosineAnnealing,46,71567
CosineAnnealing,47,100000
CosineAnnealing,48,4758
CosineAnnealing,49,1104
CosineAnnealing,50,1627
CosineAnnealing,51,577
CosineAnnealing,52,40068
CosineAnnealing,53,100000
CosineAnnealing,54,1998
CosineAnnealing,55,577
CosineAnnealing,56,1044
CosineAnnealing,57,694
CosineAnnealing,58,100000
CosineAnnealing,59,100000
CosineAnnealing,60,77829
CosineAnnealing,61,1562
CosineAnnealing,62,57484
CosineAnnealing,63,2905
CosineAnnealing,64,676
CosineAnnealing,65,618
CosineAnnealing,66,924
CosineAnnealing,67,3211
CosineAnnealing,68,100000
CosineAnnealing,69,100000
CosineAnnealing,70,100000
CosineAnnealing,71,100000
CosineAnnealing,72,394
CosineAnnealing,73,100000
CosineAnnealing,74,100000
CosineAnnealing,75,3581
CosineAnnealing,76,1266
CosineAnnealing,77,811
CosineAnnealing,78,62937
CosineAnnealing,79,454
CosineAnnealing,80,833
CosineAnnealing,81,100000
CosineAnnealing,82,534
CosineAnnealing,83,603
CosineAnnealing,84,32282
CosineAnnealing,85,36184
CosineAnnealing,86,607
CosineAnnealing,87,100000
CosineAnnealing,88,100000
CosineAnnealing,89,100000
CosineAnnealing,90,794
CosineAnnealing,91,100000
CosineAnnealing,92,280
CosineAnnealing,93,99119
CosineAnnealing,94,382
CosineAnnealing,95,100000
CosineAnnealing,96,100000
CosineAnnealing,97,79266
CosineAnnealing,98,810
CosineAnnealing,99,23998
AverageFitness,0,97385
AverageFitness,1,16364
AverageFitness,2,811
AverageFitness,3,1740
AverageFitness,4,3801
AverageFitness,5,582
AverageFitness,6,100000
AverageFitness,7,854
AverageFitness,8,731
AverageFitness,9,405
AverageFitness,10,573
AverageFitness,11,787
AverageFitness,12,1400
AverageFitness,13,58442
AverageFitness,14,100000
AverageFitness,15,100000
AverageFitness,16,489
AverageFitness,17,371
AverageFitness,18,32540
AverageFitness,19,1831
AverageFitness,20,1341
AverageFitness,21,1304
AverageFitness,22,1790
AverageFitness,23,2095
AverageFitness,24,1267
AverageFitness,25,100000
AverageFitness,26,625
AverageFitness,27,3791
AverageFitness,28,13714
AverageFitness,29,73070
AverageFitness,30,100000
AverageFitness,31,5304
AverageFitness,32,1212
AverageFitness,33,1964
AverageFitness,34,892
AverageFitness,35,234
AverageFitness,36,1173
AverageFitness,37,7684
AverageFitness,38,67220
AverageFitness,39,27452
AverageFitness,40,1540
AverageFitness,41,1631
AverageFitness,42,621
AverageFitness,43,654
AverageFitness,44,2048
AverageFitness,45,63866
AverageFitness,46,100000
AverageFitness,47,1142
AverageFitness,48,3583
AverageFitness,49,94195
AverageFitness,50,752
AverageFitness,51,1396
AverageFitness,52,3959
AverageFitness,53,393
AverageFitness,54,881
AverageFitness,55,37275
AverageFitness,56,1911
AverageFitness,57,2299
AverageFitness,58,623
AverageFitness,59,1386
AverageFitness,60,33454
AverageFitness,61,321
AverageFitness,62,100000
AverageFitness,63,806
AverageFitness,64,100000
AverageFitness,65,42024
AverageFitness,66,478
AverageFitness,67,1262
AverageFitness,68,100000
AverageFitness,69,100000
AverageFitness,70,100000
AverageFitness,71,56886
AverageFitness,72,2482
AverageFitness,73,83201
AverageFitness,74,1597
AverageFitness,75,2190
AverageFitness,76,90703
AverageFitness,77,780
AverageFitness,78,9767
AverageFitness,79,33524
AverageFitness,80,1669
AverageFitness,81,100000
AverageFitness,82,81220
AverageFitness,83,704
AverageFitness,84,1720
AverageFitness,85,2087
AverageFitness,86,2595
AverageFitness,87,901
AverageFitness,88,407
AverageFitness,89,1330
AverageFitness,90,644
AverageFitness,91,913
AverageFitness,92,92968
AverageFitness,93,1261
AverageFitness,94,997
AverageFitness,95,100000
AverageFitness,96,81319
AverageFitness,97,13351
AverageFitness,98,2082
AverageFitness,99,93301
MatingDistance,0,27678
MatingDistance,1,100000
MatingDistance,2,23713
MatingDistance,3,100000
MatingDistance,4,553
MatingDistance,5,71832
MatingDistance,6,100000
MatingDistance,7,1952
MatingDistance,8,32633
MatingDistance,9,535
MatingDistance,10,1607
MatingDistance,11,5080
MatingDistance,12,34311
MatingDistance,13,86180
MatingDistance,14,775
MatingDistance,15,100000
MatingDistance,16,1513
MatingDistance,17,2168
MatingDistance,18,43729
MatingDistance,19,2890
MatingDistance,20,14232
MatingDistance,21,2972
MatingDistance,22,358
MatingDistance,23,441
MatingDistance,24,1174
MatingDistance,25,100000
MatingDistance,26,100000
MatingDistance,27,920
MatingDistance,28,1030
MatingDistance,29,897
MatingDistance,30,9685
MatingDistance,31,553
MatingDistance,32,759
MatingDistance,33,334
MatingDistance,34,100000
MatingDistance,35,447
MatingDistance,36,2982
MatingDistance,37,2760
MatingDistance,38,809
MatingDistance,39,1153
MatingDistance,40,1410
MatingDistance,41,46877
MatingDistance,42,2378
MatingDistance,43,100000
MatingDistance,44,4446
MatingDistance,45,590
MatingDistance,46,382
MatingDistance,47,100000
MatingDistance,48,3548
MatingDistance,49,37428
MatingDistance,50,387
MatingDistance,51,42602
MatingDistance,52,294
MatingDistance,53,3295
MatingDistance,54,431
MatingDistance,55,79258
MatingDistance,56,209
MatingDistance,57,100000
MatingDistance,58,92977
MatingDistance,59,420
MatingDistance,60,975
MatingDistance,61,59785
MatingDistance,62,90017
MatingDistance,63,392
MatingDistance,64,3357
MatingDistance,65,378
MatingDistance,66,36761
MatingDistance,67,96000
MatingDistance,68,100000
MatingDistance,69,415
MatingDistance,70,333
MatingDistance,71,100000
MatingDistance,72,100000
MatingDistance,73,79760
MatingDistance,74,1943
MatingDistance,75,499
MatingDistance,76,59459
MatingDistance,77,98187
MatingDistance,78,506
MatingDistance,79,1627
MatingDistance,80,2308
MatingDistance,81,617
MatingDistance,82,94784
MatingDistance,83,994
MatingDistance,84,65231
MatingDistance,85,922
MatingDistance,86,651
MatingDistance,87,35164
MatingDistance,88,2189
MatingDistance,89,1112
MatingDistance,90,1596
MatingDistance,91,462
MatingDistance,92,547
MatingDistance,93,759
MatingDistance,94,100000
MatingDistance,95,100000
MatingDistance,96,480
MatingDistance,97,827
MatingDistance,98,4335
MatingDistance,99,427
